id,order_id,user_id,product_id,status,created_at,shipped_at,delivered_at,returned_at,sale_price
7543,5156,3989,13659,Cancelled,2024-03-19 06:48:25+00:00,,,,1.820000052452088
21361,14712,11711,13659,Cancelled,2023-12-10 04:05:42+00:00,,,,1.820000052452088
29886,20642,16451,13659,Complete,2023-03-01 03:52:04+00:00,2023-03-03 17:24:00+00:00,2023-03-07 17:53:00+00:00,,1.820000052452088
28362,19619,15648,13659,Returned,2024-02-22 07:25:35+00:00,2024-02-23 16:31:00+00:00,2024-02-24 02:24:00+00:00,2024-02-25 00:32:00+00:00,1.820000052452088
261,192,155,15332,Shipped,2024-03-23 12:31:44+00:00,2024-03-25 04:16:00+00:00,,,1.820000052452088
33329,23040,18358,15332,Shipped,2024-01-07 16:37:45+00:00,2024-01-08 21:39:00+00:00,,,1.820000052452088
36620,25293,20240,13659,Shipped,2022-06-07 06:32:05+00:00,2022-06-08 23:50:00+00:00,,,1.820000052452088
128362,88477,70783,15332,Shipped,2024-04-28 21:40:12+00:00,2024-04-30 15:49:00+00:00,,,1.820000052452088
10880,7469,5861,9204,Cancelled,2024-02-02 23:55:34+00:00,,,,1.950000047683716
165965,114474,91653,9204,Cancelled,2023-10-30 07:41:32+00:00,,,,1.950000047683716
176041,121466,97320,9043,Cancelled,2023-03-04 04:25:51+00:00,,,,1.950000047683716
70,51,44,3049,Complete,2023-08-13 07:49:28+00:00,2023-08-12 11:03:00+00:00,2023-08-12 13:27:00+00:00,,1.950000047683716
20981,14466,11497,3049,Complete,2020-06-30 23:52:38+00:00,2020-07-02 15:15:00+00:00,2020-07-03 23:47:00+00:00,,1.950000047683716
92887,63980,50990,9204,Complete,2022-11-13 00:20:27+00:00,2022-11-13 13:58:00+00:00,2022-11-15 11:58:00+00:00,,1.950000047683716
107597,74095,59216,3049,Complete,2024-05-05 15:30:27+00:00,2024-05-08 05:53:00+00:00,2024-05-09 18:32:00+00:00,,1.950000047683716
133433,92001,73643,9204,Complete,2024-03-16 09:18:04+00:00,2024-03-17 15:51:00+00:00,2024-03-19 02:01:00+00:00,,1.950000047683716
57399,39569,31664,9204,Processing,2023-08-07 14:40:43+00:00,,,,1.950000047683716
111430,76808,61448,3049,Processing,2023-01-06 10:10:27+00:00,,,,1.950000047683716
43965,30361,24265,9043,Returned,2024-01-22 14:56:26+00:00,2024-01-23 11:09:00+00:00,2024-01-25 09:05:00+00:00,2024-01-26 21:57:00+00:00,1.950000047683716
93632,64504,51408,3049,Returned,2021-03-08 03:15:55+00:00,2021-03-06 01:06:00+00:00,2021-03-08 03:19:00+00:00,2021-03-11 00:32:00+00:00,1.950000047683716
111581,76918,61540,3049,Returned,2023-07-04 12:54:33+00:00,2023-07-05 01:55:00+00:00,2023-07-07 08:48:00+00:00,2023-07-08 18:37:00+00:00,1.950000047683716
132707,91505,73251,9204,Returned,2024-02-02 04:59:06+00:00,2024-02-04 08:54:00+00:00,2024-02-08 02:36:00+00:00,2024-02-10 04:42:00+00:00,1.950000047683716
31345,21676,17250,9204,Shipped,2020-02-03 07:42:47+00:00,2020-02-05 09:55:00+00:00,,,1.950000047683716
45454,31396,25076,9043,Shipped,2024-04-28 14:45:39+00:00,2024-04-28 03:54:00+00:00,,,1.950000047683716
62737,43291,34615,3049,Shipped,2024-04-24 06:33:28+00:00,2024-04-22 01:40:00+00:00,,,1.950000047683716
155489,107283,85840,9204,Shipped,2024-03-19 02:52:39+00:00,2024-03-20 10:31:00+00:00,,,1.950000047683716
61403,42361,33864,14549,Cancelled,2024-04-10 07:42:15+00:00,,,,1.9800000190734863
83313,57411,45761,14549,Complete,2023-11-16 18:03:20+00:00,2023-11-16 16:29:00+00:00,2023-11-18 07:22:00+00:00,,1.9800000190734863
120970,83375,66671,14549,Complete,2023-01-03 14:38:43+00:00,2023-01-06 05:31:00+00:00,2023-01-08 04:09:00+00:00,,1.9800000190734863
3072,2108,1622,14549,Processing,2022-08-30 09:56:26+00:00,,,,1.9800000190734863
146677,101217,81101,14549,Processing,2023-02-11 13:01:17+00:00,,,,1.9800000190734863
69874,48184,38476,14549,Shipped,2024-03-30 05:40:16+00:00,2024-03-31 23:28:00+00:00,,,1.9800000190734863
153738,106085,84894,14549,Shipped,2022-01-15 18:03:18+00:00,2022-01-16 16:39:00+00:00,,,1.9800000190734863
150182,103630,82977,13606,Cancelled,2021-02-20 04:21:09+00:00,,,,2.5
173134,119423,95617,13606,Complete,2023-05-28 00:31:09+00:00,2023-05-29 05:35:00+00:00,2023-05-30 21:12:00+00:00,,2.5
46415,32049,25612,13606,Processing,2022-12-11 13:54:00+00:00,,,,2.5
52926,36516,29216,13606,Processing,2023-10-14 07:45:53+00:00,,,,2.5
59683,41151,32908,13606,Processing,2020-11-28 07:49:55+00:00,,,,2.5
173193,119468,95654,13606,Returned,2023-02-19 00:23:58+00:00,2023-02-19 06:31:00+00:00,2023-02-20 05:11:00+00:00,2023-02-23 03:33:00+00:00,2.5
97931,67449,53805,13606,Shipped,2023-11-03 13:41:26+00:00,2023-11-03 18:12:00+00:00,,,2.5
128859,88818,71060,28913,Cancelled,2023-04-16 10:29:08+00:00,,,,2.5899999141693115
34508,23835,19052,28913,Complete,2023-11-30 15:19:39+00:00,2023-12-03 12:17:00+00:00,2023-12-03 18:01:00+00:00,,2.5899999141693115
67038,46270,36915,28913,Complete,2023-11-09 00:52:02+00:00,2023-11-11 02:06:00+00:00,2023-11-13 19:07:00+00:00,,2.5899999141693115
67868,46840,37388,28913,Returned,2019-08-19 04:34:10+00:00,2019-08-17 06:37:00+00:00,2019-08-17 12:26:00+00:00,2019-08-18 15:00:00+00:00,2.5899999141693115
97217,66972,53429,13690,Complete,2023-07-02 22:49:37+00:00,2023-07-05 10:27:00+00:00,2023-07-09 20:06:00+00:00,,2.6700000762939453
107195,73825,58981,13690,Complete,2024-02-17 03:44:16+00:00,2024-02-18 02:12:00+00:00,2024-02-19 01:06:00+00:00,,2.6700000762939453
162263,111945,89605,13690,Complete,2024-02-23 01:38:58+00:00,2024-02-24 06:00:00+00:00,2024-02-24 12:28:00+00:00,,2.6700000762939453
36245,25041,20046,15395,Returned,2023-08-16 04:40:28+00:00,2023-08-13 05:52:00+00:00,2023-08-17 11:21:00+00:00,2023-08-17 11:39:00+00:00,2.6700000762939453
57236,39462,31580,15395,Returned,2023-05-28 21:11:36+00:00,2023-05-31 14:06:00+00:00,2023-06-01 16:43:00+00:00,2023-06-03 17:40:00+00:00,2.6700000762939453
165947,114462,91646,15395,Returned,2023-06-03 03:04:10+00:00,2023-05-30 13:30:00+00:00,2023-06-01 11:18:00+00:00,2023-06-04 02:05:00+00:00,2.6700000762939453
24253,16732,13344,13690,Shipped,2022-11-24 13:38:20+00:00,2022-11-24 23:59:00+00:00,,,2.6700000762939453
117415,80923,64741,15395,Shipped,2023-06-19 15:04:02+00:00,2023-06-16 04:12:00+00:00,,,2.6700000762939453
128595,88644,70922,15395,Shipped,2019-11-11 04:07:18+00:00,2019-11-09 21:34:00+00:00,,,2.6700000762939453
134178,92535,74048,13690,Shipped,2021-09-14 04:25:09+00:00,2021-09-16 19:46:00+00:00,,,2.6700000762939453
140966,97260,77862,15395,Shipped,2020-09-11 23:00:17+00:00,2020-09-13 21:15:00+00:00,,,2.6700000762939453
29929,20671,16480,28774,Cancelled,2022-01-09 08:01:00+00:00,,,,2.7799999713897705
78516,54046,43152,28774,Cancelled,2024-03-30 00:59:41+00:00,,,,2.7799999713897705
93466,64385,51327,28774,Cancelled,2023-05-07 12:04:07+00:00,,,,2.7799999713897705
120780,83237,66568,28774,Cancelled,2023-12-28 10:43:09+00:00,,,,2.7799999713897705
132433,91320,73104,28774,Complete,2023-03-08 06:33:46+00:00,2023-03-10 22:29:00+00:00,2023-03-14 02:32:00+00:00,,2.7799999713897705
170202,117417,94005,28774,Complete,2023-05-06 15:00:44+00:00,2023-05-07 22:16:00+00:00,2023-05-11 03:34:00+00:00,,2.7799999713897705
132765,91539,73277,28774,Returned,2021-09-04 04:34:42+00:00,2021-09-06 18:52:00+00:00,2021-09-09 22:41:00+00:00,2021-09-09 23:56:00+00:00,2.7799999713897705
13432,9273,7315,28774,Shipped,2023-11-29 06:41:13+00:00,2023-11-29 03:43:00+00:00,,,2.7799999713897705
36151,24982,19998,28774,Shipped,2023-04-09 11:58:47+00:00,2023-04-09 18:42:00+00:00,,,2.7799999713897705
173086,119394,95595,28774,Shipped,2021-08-31 03:57:34+00:00,2021-08-29 16:40:00+00:00,,,2.7799999713897705
160507,110700,88611,28689,Cancelled,2021-09-16 03:52:15+00:00,,,,2.799999952316284
23723,16359,13035,28689,Complete,2023-07-25 01:59:22+00:00,2023-07-26 07:24:00+00:00,2023-07-28 23:23:00+00:00,,2.799999952316284
113892,78470,62772,28689,Complete,2024-01-25 08:23:28+00:00,2024-01-25 03:26:00+00:00,2024-01-28 09:01:00+00:00,,2.799999952316284
54192,37381,29902,28689,Processing,2023-05-05 07:45:08+00:00,,,,2.799999952316284
71803,49481,39515,28689,Processing,2023-09-23 14:55:29+00:00,,,,2.799999952316284
156874,108213,86589,28689,Returned,2021-12-24 18:01:17+00:00,2021-12-25 23:04:00+00:00,2021-12-28 04:46:00+00:00,2021-12-28 22:50:00+00:00,2.799999952316284
7413,5076,3914,28689,Shipped,2021-10-26 13:50:35+00:00,2021-10-26 03:44:00+00:00,,,2.799999952316284
53067,36611,29292,28689,Shipped,2022-04-26 00:19:33+00:00,2022-04-28 17:41:00+00:00,,,2.799999952316284
151995,104873,83967,28689,Shipped,2024-02-03 23:53:44+00:00,2024-02-04 09:25:00+00:00,,,2.799999952316284
4330,2931,2240,14170,Cancelled,2024-03-05 00:24:42+00:00,,,,2.950000047683716
33593,23217,18507,14170,Cancelled,2024-01-23 00:50:55+00:00,,,,2.950000047683716
67998,46934,37463,15744,Cancelled,2024-01-08 05:02:02+00:00,,,,2.950000047683716
135774,93645,74916,15349,Cancelled,2024-03-06 23:06:24+00:00,,,,2.950000047683716
144763,99907,80042,28548,Cancelled,2023-04-18 07:43:24+00:00,,,,2.950000047683716
156734,108118,86511,28862,Cancelled,2023-10-16 22:05:21+00:00,,,,2.950000047683716
172216,118784,95119,28921,Cancelled,2022-07-10 01:26:43+00:00,,,,2.950000047683716
3159,2168,1666,29008,Complete,2021-08-06 11:25:00+00:00,2021-08-08 14:09:00+00:00,2021-08-09 20:11:00+00:00,,2.950000047683716
8636,5892,4567,29008,Complete,2024-05-01 23:21:20+00:00,2024-04-28 21:45:00+00:00,2024-04-30 11:52:00+00:00,,2.950000047683716
34417,23779,19004,13662,Complete,2023-03-11 01:30:21+00:00,2023-03-11 08:47:00+00:00,2023-03-13 12:05:00+00:00,,2.950000047683716
35480,24511,19612,14170,Complete,2023-07-07 17:44:58+00:00,2023-07-10 04:48:00+00:00,2023-07-12 01:29:00+00:00,,2.950000047683716
37076,25606,20508,29008,Complete,2023-05-06 14:42:33+00:00,2023-05-05 00:40:00+00:00,2023-05-07 13:36:00+00:00,,2.950000047683716
37937,26206,20971,15349,Complete,2023-11-06 21:16:05+00:00,2023-11-08 22:05:00+00:00,2023-11-12 12:13:00+00:00,,2.950000047683716
47262,32634,26077,9220,Complete,2024-02-19 06:48:16+00:00,2024-02-21 00:04:00+00:00,2024-02-21 03:44:00+00:00,,2.950000047683716
59274,40868,32686,13662,Complete,2024-03-10 04:20:22+00:00,2024-03-10 21:00:00+00:00,2024-03-11 21:13:00+00:00,,2.950000047683716
59323,40904,32710,15349,Complete,2022-11-03 11:05:19+00:00,2022-10-31 23:46:00+00:00,2022-11-03 20:57:00+00:00,,2.950000047683716
63478,43802,34998,15744,Complete,2023-11-07 15:01:32+00:00,2023-11-09 12:10:00+00:00,2023-11-10 10:20:00+00:00,,2.950000047683716
69165,47716,38092,28548,Complete,2021-05-19 09:22:41+00:00,2021-05-19 04:13:00+00:00,2021-05-23 08:54:00+00:00,,2.950000047683716
83411,57468,45806,9220,Complete,2022-06-08 09:26:33+00:00,2022-06-09 03:26:00+00:00,2022-06-12 19:38:00+00:00,,2.950000047683716
86131,59316,47268,29008,Complete,2024-01-28 08:59:59+00:00,2024-01-30 23:48:00+00:00,2024-02-04 18:58:00+00:00,,2.950000047683716
91720,63174,50378,15744,Complete,2021-12-25 04:56:40+00:00,2021-12-27 06:31:00+00:00,2021-12-28 10:57:00+00:00,,2.950000047683716
96219,66287,52859,29008,Complete,2024-02-09 06:16:59+00:00,2024-02-10 04:16:00+00:00,2024-02-13 02:29:00+00:00,,2.950000047683716
97126,66911,53372,13662,Complete,2022-03-17 05:05:49+00:00,2022-03-15 22:09:00+00:00,2022-03-19 21:14:00+00:00,,2.950000047683716
106331,73228,58478,15744,Complete,2021-06-28 11:10:44+00:00,2021-06-25 23:49:00+00:00,2021-06-29 06:59:00+00:00,,2.950000047683716
122804,84674,67689,28548,Complete,2021-10-24 17:56:56+00:00,2021-10-27 03:13:00+00:00,2021-10-30 02:54:00+00:00,,2.950000047683716
136749,94336,75464,14170,Complete,2022-07-27 12:56:28+00:00,2022-07-29 20:24:00+00:00,2022-08-01 22:04:00+00:00,,2.950000047683716
142645,98416,78826,15744,Complete,2022-02-19 06:26:07+00:00,2022-02-21 15:53:00+00:00,2022-02-23 07:46:00+00:00,,2.950000047683716
148244,102292,81926,29064,Complete,2022-08-02 05:39:47+00:00,2022-08-05 00:26:00+00:00,2022-08-09 13:43:00+00:00,,2.950000047683716
148306,102328,81958,15349,Complete,2024-04-19 02:19:56+00:00,2024-04-20 06:18:00+00:00,2024-04-24 02:19:00+00:00,,2.950000047683716
154205,106398,85155,15349,Complete,2022-11-17 13:39:17+00:00,2022-11-18 22:13:00+00:00,2022-11-20 18:55:00+00:00,,2.950000047683716
154703,106739,85441,13662,Complete,2024-04-29 06:36:59+00:00,2024-04-28 07:56:00+00:00,2024-05-02 03:48:00+00:00,,2.950000047683716
154954,106912,85583,15349,Complete,2024-04-06 05:12:34+00:00,2024-04-09 06:59:00+00:00,2024-04-13 03:42:00+00:00,,2.950000047683716
25601,17690,14099,28548,Processing,2021-08-29 04:30:35+00:00,,,,2.950000047683716
32301,22343,17795,14170,Processing,2024-05-02 12:24:18+00:00,,,,2.950000047683716
44108,30457,24338,14170,Processing,2022-11-12 06:20:01+00:00,,,,2.950000047683716
50236,34670,27717,9220,Processing,2023-04-19 03:22:52+00:00,,,,2.950000047683716
52178,36007,28800,28862,Processing,2023-06-23 14:35:57+00:00,,,,2.950000047683716
65111,44947,35922,29064,Processing,2021-10-26 11:43:51+00:00,,,,2.950000047683716
97420,67105,53539,28548,Processing,2024-05-07 11:24:21.600831+00:00,,,,2.950000047683716
98848,68076,54324,28548,Processing,2020-03-21 06:26:49+00:00,,,,2.950000047683716
117324,80858,64695,29064,Processing,2024-01-28 12:54:54+00:00,,,,2.950000047683716
156158,107730,86199,29064,Processing,2024-01-10 15:46:59+00:00,,,,2.950000047683716
158148,109090,87324,14170,Processing,2023-07-08 20:56:58+00:00,,,,2.950000047683716
160812,110901,88761,28921,Processing,2023-05-11 20:49:02+00:00,,,,2.950000047683716
163474,112764,90290,13662,Processing,2021-05-24 21:04:01+00:00,,,,2.950000047683716
28659,19818,15797,29064,Returned,2024-04-22 03:37:12+00:00,2024-04-23 23:32:00+00:00,2024-04-25 10:34:00+00:00,2024-04-25 13:07:00+00:00,2.950000047683716
95876,66049,52675,14170,Returned,2020-12-21 10:36:16+00:00,2020-12-23 17:18:00+00:00,2020-12-24 15:03:00+00:00,2020-12-25 18:15:00+00:00,2.950000047683716
123081,84860,67830,15744,Returned,2024-03-18 04:12:36+00:00,2024-03-19 19:43:00+00:00,2024-03-21 07:51:00+00:00,2024-03-23 19:27:00+00:00,2.950000047683716
1746,1206,923,28921,Shipped,2023-01-31 05:59:57+00:00,2023-01-29 13:11:00+00:00,,,2.950000047683716
4732,3191,2443,15744,Shipped,2022-06-01 16:09:44+00:00,2022-06-04 05:03:00+00:00,,,2.950000047683716
6927,4730,3651,28921,Shipped,2024-01-01 03:52:38+00:00,2024-01-04 01:29:00+00:00,,,2.950000047683716
7357,5040,3895,9220,Shipped,2023-03-16 01:21:10+00:00,2023-03-13 20:44:00+00:00,,,2.950000047683716
10524,7210,5653,28589,Shipped,2024-05-12 16:53:07.011280+00:00,2024-05-12 16:45:52.011280+00:00,,,2.950000047683716
17153,11825,9343,28862,Shipped,2022-04-13 05:09:23+00:00,2022-04-13 07:42:00+00:00,,,2.950000047683716
19141,13212,10464,29064,Shipped,2022-01-08 00:56:36+00:00,2022-01-06 09:09:00+00:00,,,2.950000047683716
29784,20568,16391,29064,Shipped,2021-03-23 02:46:14+00:00,2021-03-21 19:30:00+00:00,,,2.950000047683716
36263,25050,20054,28589,Shipped,2022-10-21 04:45:27+00:00,2022-10-24 02:10:00+00:00,,,2.950000047683716
37253,25719,20596,28862,Shipped,2022-10-03 14:51:00+00:00,2022-10-05 16:46:00+00:00,,,2.950000047683716
43010,29705,23758,29064,Shipped,2022-07-31 15:56:39+00:00,2022-08-01 08:50:00+00:00,,,2.950000047683716
43457,30007,23992,9220,Shipped,2024-02-11 08:51:58+00:00,2024-02-12 14:23:00+00:00,,,2.950000047683716
44947,31052,24797,28862,Shipped,2020-06-27 00:02:40+00:00,2020-06-23 09:08:00+00:00,,,2.950000047683716
52323,36098,28870,28548,Shipped,2020-10-12 03:24:05+00:00,2020-10-12 07:20:00+00:00,,,2.950000047683716
77614,53413,42631,28589,Shipped,2024-04-25 04:27:43+00:00,2024-04-21 09:34:00+00:00,,,2.950000047683716
80800,55632,44388,28589,Shipped,2023-01-18 04:39:21+00:00,2023-01-19 06:03:00+00:00,,,2.950000047683716
103239,71127,56779,14170,Shipped,2022-09-17 08:57:11+00:00,2022-09-19 11:03:00+00:00,,,2.950000047683716
103545,71324,56933,28862,Shipped,2022-06-07 22:38:50+00:00,2022-06-08 11:21:00+00:00,,,2.950000047683716
112393,77469,61952,15744,Shipped,2023-03-11 23:43:26+00:00,2023-03-13 03:31:00+00:00,,,2.950000047683716
130695,90091,72082,29008,Shipped,2023-06-24 15:19:03+00:00,2023-06-25 19:58:00+00:00,,,2.950000047683716
135608,93532,74833,28862,Shipped,2022-04-17 13:16:26+00:00,2022-04-17 06:55:00+00:00,,,2.950000047683716
171789,118489,94845,28862,Shipped,2022-07-29 03:11:03+00:00,2022-07-27 06:25:00+00:00,,,2.950000047683716
176327,121666,97481,13662,Shipped,2024-05-01 10:32:14+00:00,2024-04-29 08:50:00+00:00,,,2.950000047683716
177155,122258,97953,15349,Shipped,2024-04-26 01:17:10+00:00,2024-04-28 06:17:00+00:00,,,2.950000047683716
57606,39703,31765,15531,Cancelled,2022-11-13 07:30:58+00:00,,,,2.990000009536743
59636,41119,32883,12351,Cancelled,2024-03-18 01:52:44+00:00,,,,2.990000009536743
100716,69376,55340,9621,Cancelled,2021-11-19 06:57:18+00:00,,,,2.990000009536743
109575,75492,60360,15531,Cancelled,2024-05-06 02:24:03+00:00,,,,2.990000009536743
111077,76546,61222,12354,Cancelled,2023-07-02 14:07:05+00:00,,,,2.990000009536743
118817,81888,65468,28551,Cancelled,2024-04-08 20:44:40+00:00,,,,2.990000009536743
132651,91466,73223,25276,Cancelled,2020-06-19 14:43:21+00:00,,,,2.990000009536743
138880,95811,76681,25276,Cancelled,2019-10-07 02:36:18+00:00,,,,2.990000009536743
142209,98119,78579,28551,Cancelled,2021-04-02 09:20:12+00:00,,,,2.990000009536743
3886,2651,2033,25276,Complete,2021-11-02 05:17:52+00:00,2021-11-01 00:26:00+00:00,2021-11-03 17:56:00+00:00,,2.990000009536743
18870,13033,10345,12664,Complete,2024-05-07 06:05:05.801113+00:00,2024-05-07 18:12:50.801113+00:00,2024-05-10 12:12:50.801113+00:00,,2.990000009536743
20081,13837,10964,12351,Complete,2024-03-21 20:58:48+00:00,2024-03-22 00:50:00+00:00,2024-03-25 21:52:00+00:00,,2.990000009536743
48987,33796,27023,25276,Complete,2021-05-02 00:04:28+00:00,2021-05-02 13:40:00+00:00,2021-05-05 08:44:00+00:00,,2.990000009536743
60040,41410,33122,25276,Complete,2023-08-07 14:09:40+00:00,2023-08-07 19:37:00+00:00,2023-08-08 17:39:00+00:00,,2.990000009536743
79816,54961,43887,15531,Complete,2020-10-08 12:57:53+00:00,2020-10-09 10:25:00+00:00,2020-10-11 05:51:00+00:00,,2.990000009536743
82532,56854,45337,25276,Complete,2022-07-31 22:57:37+00:00,2022-08-03 08:39:00+00:00,2022-08-03 21:51:00+00:00,,2.990000009536743
83314,57411,45761,12354,Complete,2023-11-15 16:27:12+00:00,2023-11-16 16:29:00+00:00,2023-11-18 07:22:00+00:00,,2.990000009536743
130773,90139,72109,9621,Complete,2020-07-25 14:52:22+00:00,2020-07-26 12:55:00+00:00,2020-07-31 00:56:00+00:00,,2.990000009536743
140428,96879,77537,12265,Complete,2023-04-04 01:39:25+00:00,2023-04-05 17:50:00+00:00,2023-04-07 02:54:00+00:00,,2.990000009536743
142689,98451,78859,12351,Complete,2021-06-22 11:08:33+00:00,2021-06-24 18:11:00+00:00,2021-06-29 10:33:00+00:00,,2.990000009536743
152671,105346,84320,12354,Complete,2023-12-14 05:12:04+00:00,2023-12-12 23:18:00+00:00,2023-12-14 14:10:00+00:00,,2.990000009536743
157912,108929,87184,28551,Complete,2022-06-19 12:05:50+00:00,2022-06-19 21:29:00+00:00,2022-06-20 17:45:00+00:00,,2.990000009536743
175821,121321,97204,12354,Complete,2021-10-16 08:42:43+00:00,2021-10-14 16:20:00+00:00,2021-10-16 22:09:00+00:00,,2.990000009536743
28502,19716,15726,15531,Processing,2023-07-24 18:10:34+00:00,,,,2.990000009536743
32155,22242,17714,9621,Processing,2023-07-31 08:29:42+00:00,,,,2.990000009536743
50466,34838,27859,28551,Processing,2024-02-25 01:29:20+00:00,,,,2.990000009536743
75527,52009,41507,9621,Processing,2023-05-18 12:31:55+00:00,,,,2.990000009536743
83478,57517,45851,12265,Processing,2021-04-19 13:46:24+00:00,,,,2.990000009536743
112768,77724,62163,12354,Processing,2023-10-22 06:13:02+00:00,,,,2.990000009536743
143798,99215,79469,12664,Processing,2020-01-12 11:48:39+00:00,,,,2.990000009536743
