customer_id,recency,frequency,monetary
59734,1303,1,5.489999771118164
94358,124,2,99.4900016784668
22107,1367,2,106.93999671936034
15615,561,1,47.950000762939446
34009,90,1,115
75964,1069,1,49.9900016784668
46993,790,1,18
17779,75,1,24.5
36863,727,1,104.20000076293945
43355,524,2,279
61749,1282,2,325.54999923706055
48224,8,2,50.24999952316284
88799,195,1,16.989999771118164
43896,599,1,167.5999984741211
73110,403,1,54.9900016784668
40375,62,1,26
88493,55,2,127.98999977111816
32715,398,1,38.560001373291016
26976,519,2,210.5
84580,1199,1,34
20146,392,1,49.9900016784668
39379,505,1,89.73999977111816
14384,245,2,128.77999997138977
63332,135,1,91.5
55672,1113,1,50.9900016784668
4849,4,1,30
95251,936,1,63.739999771118164
60627,198,2,354.98999786376953
52967,833,1,177.48000144958496
62642,238,1,148
8456,97,1,283.8000030517578
50740,395,2,91.81999969482422
59396,430,1,28.979999542236328
52755,938,1,52
2811,7,1,118
47345,3,1,319.94000244140625
31029,511,1,28.799999713897712
1815,1488,1,54.950000762939446
20836,230,1,45.880001068115234
106,753,1,42.950000762939446
584,116,1,243.9499969482422
59937,1695,1,92
51281,994,1,25
12157,859,1,26
48702,163,1,98
63850,317,2,625.4399967193604
9240,948,1,54
49266,393,1,56.880001068115234
72529,3,1,133.4199981689453
22585,581,1,94.47000122070312
83890,82,1,310
51430,19,1,69.98999786376953
16093,817,1,270.7199935913086
93777,43,1,79
45997,1620,1,39.9900016784668
91198,241,1,43.9900016784668
85098,14,1,68.72000122070312
76442,400,1,73.1200008392334
58048,5,1,131.94000244140625
69950,1075,1,54.9900016784668
93926,1042,2,107.47000122070312
87262,655,1,25
81311,731,1,34.9900016784668
32472,66,1,45
36800,165,1,44
33883,73,1,36.84999847412109
45456,508,2,279.93999671936035
25227,219,1,154.9000015258789
51799,285,2,125
11224,420,1,49.9900016784668
50803,170,1,22
66492,48,1,59.9900016784668
60455,143,1,119.98999786376952
59459,264,2,547.5
47471,259,1,38.119998931884766
54504,920,1,157.92999267578125
36588,1358,1,8.989999771118164
26850,106,3,291.4199981689453
27846,165,1,34.97999954223633
31178,244,1,23.989999771118164
6292,1078,1,49.97999954223633
57146,47,2,28.760000228881836
1964,552,1,46.809999465942376
7617,349,1,84
3289,669,1,25
5602,1389,1,141.9499969482422
12008,135,2,47.90000057220458
6598,214,1,306.9900016784668
32652,25,1,55
12635,211,1,7.989999771118163
17653,87,1,109.9900016784668
2505,464,1,69.86000061035156
60690,4,1,9.989999771118164
8997,209,1,128
99642,171,1,41.38999938964844
45785,961,1,24.090000152587887
71510,118,1,16.989999771118164
6833,431,1,24
69346,375,1,94.18000030517578
32950,64,1,42
30245,991,1,66
43770,3,1,31.700000762939453
78394,241,2,314.65999603271484
73525,181,1,55.9900016784668
35114,1012,1,190
80558,238,1,25
57985,1542,1,53.889999389648445
60149,6,1,88
74215,423,1,44.989999771118164
78543,12,1,147.5
88281,175,1,22.989999771118164
82871,748,1,399
95463,563,1,29.989999771118164
84102,573,1,109.37999725341797
77610,156,1,29.950000762939453
81397,628,1,25
88971,79,2,79.48999977111816
86807,935,1,68
90594,1,1,67.76000213623047
39130,2,1,49.5
68845,102,2,107.98999977111816
44703,31,1,148.07999801635742
77335,191,1,46
71762,1272,1,73.5
34885,192,1,303.9799995422363
97232,125,1,24
2253,5,1,47.9900016784668
65951,7,3,331.34000062942505
7849,318,1,36.9900016784668
40481,24,1,88
10720,64,1,19.950000762939453
17882,188,1,25
92964,51,1,44.950000762939446
60332,144,1,32.95000076293945
27700,390,1,54
15011,228,1,59.15999984741211
710,220,1,302.9800033569336
51819,46,2,93.77000141143799
34839,279,1,122.59999847412108
87368,294,1,14.970000267028809
71716,616,1,275
44749,1431,1,139.99000549316406
50345,1002,1,58
856,610,1,82
66120,531,3,332.939998626709
17713,11,2,230.98999786376953
33488,918,1,79.94999694824217
23455,39,1,15.4399995803833
50468,198,1,48
67325,259,1,236.98999977111816
81772,6,1,55.2599983215332
71593,792,1,82.98999977111816
16485,789,1,44
91567,849,1,7.989999771118163
15157,183,1,178
38961,463,1,250
61537,808,1,17.969999313354492
88888,126,2,196.4000015258789
92841,384,2,222.9399969577789
13591,1415,1,119.02999877929688
27577,6,2,144.31999969482422
36405,268,1,54
3773,1467,1,140
47428,10,1,124.88999938964844
5101,598,1,278.9900016784668
70242,160,1,23
71547,400,1,22.100000381469727
3627,1458,1,188.94999980926514
58981,83,1,2.6700000762939453
82785,588,2,44.989999771118164
80375,142,1,127.95000076293945
16193,787,1,197.9900054931641
35008,6,1,103.97000122070312
68991,430,1,204.9000015258789
13637,763,1,19.989999771118164
47597,159,1,49
92795,161,1,113.8000030517578
57507,193,1,35.9900016784668
4809,1432,1,9.989999771118164
37441,75,1,21
48871,138,2,260.939998626709
53531,834,1,301.4400053024292
40796,1059,1,25
67594,53,1,110
75669,1497,1,73.1500015258789
98483,5,1,52.27999877929688
77673,797,1,27.989999771118164
62934,214,1,299
17982,10,1,29.989999771118164
76107,390,1,45
91759,356,1,27.950000762939453
89970,1124,1,58.9900016784668
10843,2,1,903
24706,470,2,144.17000198364258
31653,1374,1,89.5
40358,211,1,110
26495,361,1,60.9900016784668
33657,9,2,372.1499996185303
67156,218,1,14.989999771118164
40166,1007,1,127.5
5293,523,1,119.98999786376952
38838,878,1,69.98999786376953
52901,2,1,34.9900016784668
17590,1327,1,35.5
39230,1583,1,127.9499969482422
1938,187,1,27.989999771118164
98875,657,1,87.05000114440918
11971,75,2,775.9000015258789
74149,838,1,118
97547,797,1,24
76153,473,1,141
89924,444,1,99
74587,3,2,235.94999694824216
65682,260,1,54
19064,881,1,247.3300018310547
78417,1735,1,550
32137,75,1,148
43206,77,1,155.98999786376953
418,581,1,305.5999984741211
77189,1423,1,101.32999992370605
11925,197,1,36.9099998474121
97501,346,1,64.46000099182129
74195,649,1,260.8700008392334
40604,237,1,81.45000076293945
21958,191,1,43.150001525878906
16800,737,1,107
42270,244,1,448
75861,454,1,25
30571,1462,1,45.95000076293945
19356,28,1,12.989999771118164
75715,312,1,13.600000381469728
73551,33,2,61.94999980926514
41832,714,1,26.5
9369,264,1,79.2699990272522
42914,958,1,49.93999862670898
96027,51,1,47
88258,938,1,147.1300048828125
62044,1386,1,25
85848,69,1,14.949999809265137
53339,56,1,20.950000762939453
26810,341,1,281.9799995422363
11158,18,1,43.470001220703125
85410,406,1,37.9900016784668
47205,216,1,54
14573,114,1,158
55695,608,1,32
72675,1800,1,190
21712,831,1,146
54344,238,1,16.989999771118164
5562,481,2,89.96999931335449
93923,239,1,82
72154,451,1,70.9800033569336
45141,11,1,34.97999954223633
35323,716,1,48
79622,439,1,94
50737,273,1,36.9900016784668
33757,247,1,62.98000144958496
34447,1385,1,9.989999771118164
71985,433,1,128.93999862670898
70780,1453,1,16
87637,11,1,39.5
67079,219,1,22.989999771118164
80690,343,1,19.989999771118164
60601,973,1,52
82662,1088,1,44.950000762939446
80498,815,1,69
47866,71,1,60
69927,534,1,49.9900016784668
56694,757,1,42
11327,613,1,206.58999633789062
50030,1013,1,180.6500015258789
43959,785,1,139.99000549316406
22419,62,2,305.95000076293945
61414,376,1,50.94000053405762
56379,472,1,209.4499969482422
66558,1140,1,189.5
2545,4,1,14
46515,169,1,4.989999771118164
69114,32,2,96.98999977111816
5891,58,1,91.92999958992004
86661,614,1,42
71009,646,2,95
4417,578,1,198
82333,435,1,36
28974,664,1,50
89,1,1,32
7726,93,1,78
47305,509,1,8.649999618530273
52180,922,1,39.5
93800,145,1,19
29366,167,1,100
195,1390,1,136
80767,37,1,22.86000061035156
25536,14,1,39.9900016784668
65307,594,1,34.170000076293945
77458,89,1,55.1599998474121
4288,299,1,152.98999977111816
52572,1315,1,25
30932,1069,1,36.9900016784668
