id,order_id,user_id,product_id,inventory_item_id,status,created_at,shipped_at,delivered_at,returned_at,sale_price
132707,91505,73251,9204,358267,Returned,2024-02-02 04:59:06 UTC,2024-02-04 08:54:00 UTC,2024-02-08 02:36:00 UTC,2024-02-10 04:42:00 UTC,1.950000047683716
31345,21676,17250,9204,84607,Shipped,2020-02-03 07:42:47 UTC,2020-02-05 09:55:00 UTC,,,1.950000047683716
45454,31396,25076,9043,122619,Shipped,2024-04-28 14:45:39 UTC,2024-04-28 03:54:00 UTC,,,1.950000047683716
62737,43291,34615,3049,169371,Shipped,2024-04-24 06:33:28 UTC,2024-04-22 01:40:00 UTC,,,1.950000047683716
155489,107283,85840,9204,419759,Shipped,2024-03-19 02:52:39 UTC,2024-03-20 10:31:00 UTC,,,1.950000047683716
61403,42361,33864,14549,165755,Cancelled,2024-04-10 07:42:15 UTC,,,,1.9800000190734863
83313,57411,45761,14549,224962,Complete,2023-11-16 18:03:20 UTC,2023-11-16 16:29:00 UTC,2023-11-18 07:22:00 UTC,,1.9800000190734863
120970,83375,66671,14549,326520,Complete,2023-01-03 14:38:43 UTC,2023-01-06 05:31:00 UTC,2023-01-08 04:09:00 UTC,,1.9800000190734863
3072,2108,1622,14549,8291,Processing,2022-08-30 09:56:26 UTC,,,,1.9800000190734863
146677,101217,81101,14549,395899,Processing,2023-02-11 13:01:17 UTC,,,,1.9800000190734863
69874,48184,38476,14549,188765,Shipped,2024-03-30 05:40:16 UTC,2024-03-31 23:28:00 UTC,,,1.9800000190734863
153738,106085,84894,14549,415019,Shipped,2022-01-15 18:03:18 UTC,2022-01-16 16:39:00 UTC,,,1.9800000190734863
150182,103630,82977,13606,405400,Cancelled,2021-02-20 04:21:09 UTC,,,,2.5
173134,119423,95617,13606,467319,Complete,2023-05-28 00:31:09 UTC,2023-05-29 05:35:00 UTC,2023-05-30 21:12:00 UTC,,2.5
46415,32049,25612,13606,125191,Processing,2022-12-11 13:54:00 UTC,,,,2.5
52926,36516,29216,13606,142734,Processing,2023-10-14 07:45:53 UTC,,,,2.5
59683,41151,32908,13606,161090,Processing,2020-11-28 07:49:55 UTC,,,,2.5
173193,119468,95654,13606,467478,Returned,2023-02-19 00:23:58 UTC,2023-02-19 06:31:00 UTC,2023-02-20 05:11:00 UTC,2023-02-23 03:33:00 UTC,2.5
97931,67449,53805,13606,264425,Shipped,2023-11-03 13:41:26 UTC,2023-11-03 18:12:00 UTC,,,2.5
128859,88818,71060,28913,347827,Cancelled,2023-04-16 10:29:08 UTC,,,,2.5899999141693115
34508,23835,19052,28913,93120,Complete,2023-11-30 15:19:39 UTC,2023-12-03 12:17:00 UTC,2023-12-03 18:01:00 UTC,,2.5899999141693115
67038,46270,36915,28913,181068,Complete,2023-11-09 00:52:02 UTC,2023-11-11 02:06:00 UTC,2023-11-13 19:07:00 UTC,,2.5899999141693115
67868,46840,37388,28913,183342,Returned,2019-08-19 04:34:10 UTC,2019-08-17 06:37:00 UTC,2019-08-17 12:26:00 UTC,2019-08-18 15:00:00 UTC,2.5899999141693115
97217,66972,53429,13690,262504,Complete,2023-07-02 22:49:37 UTC,2023-07-05 10:27:00 UTC,2023-07-09 20:06:00 UTC,,2.6700000762939453
107195,73825,58981,13690,289514,Complete,2024-02-17 03:44:16 UTC,2024-02-18 02:12:00 UTC,2024-02-19 01:06:00 UTC,,2.6700000762939453
162263,111945,89605,13690,438063,Complete,2024-02-23 01:38:58 UTC,2024-02-24 06:00:00 UTC,2024-02-24 12:28:00 UTC,,2.6700000762939453
36245,25041,20046,15395,97789,Returned,2023-08-16 04:40:28 UTC,2023-08-13 05:52:00 UTC,2023-08-17 11:21:00 UTC,2023-08-17 11:39:00 UTC,2.6700000762939453
57236,39462,31580,15395,154501,Returned,2023-05-28 21:11:36 UTC,2023-05-31 14:06:00 UTC,2023-06-01 16:43:00 UTC,2023-06-03 17:40:00 UTC,2.6700000762939453
165947,114462,91646,15395,447956,Returned,2023-06-03 03:04:10 UTC,2023-05-30 13:30:00 UTC,2023-06-01 11:18:00 UTC,2023-06-04 02:05:00 UTC,2.6700000762939453
24253,16732,13344,13690,65489,Shipped,2022-11-24 13:38:20 UTC,2022-11-24 23:59:00 UTC,,,2.6700000762939453
117415,80923,64741,15395,316937,Shipped,2023-06-19 15:04:02 UTC,2023-06-16 04:12:00 UTC,,,2.6700000762939453
128595,88644,70922,15395,347117,Shipped,2019-11-11 04:07:18 UTC,2019-11-09 21:34:00 UTC,,,2.6700000762939453
134178,92535,74048,13690,362249,Shipped,2021-09-14 04:25:09 UTC,2021-09-16 19:46:00 UTC,,,2.6700000762939453
140966,97260,77862,15395,380552,Shipped,2020-09-11 23:00:17 UTC,2020-09-13 21:15:00 UTC,,,2.6700000762939453
29929,20671,16480,28774,80806,Cancelled,2022-01-09 08:01:00 UTC,,,,2.7799999713897705
78516,54046,43152,28774,211999,Cancelled,2024-03-30 00:59:41 UTC,,,,2.7799999713897705
93466,64385,51327,28774,252402,Cancelled,2023-05-07 12:04:07 UTC,,,,2.7799999713897705
120780,83237,66568,28774,326017,Cancelled,2023-12-28 10:43:09 UTC,,,,2.7799999713897705
132433,91320,73104,28774,357525,Complete,2023-03-08 06:33:46 UTC,2023-03-10 22:29:00 UTC,2023-03-14 02:32:00 UTC,,2.7799999713897705
170202,117417,94005,28774,459395,Complete,2023-05-06 15:00:44 UTC,2023-05-07 22:16:00 UTC,2023-05-11 03:34:00 UTC,,2.7799999713897705
132765,91539,73277,28774,358410,Returned,2021-09-04 04:34:42 UTC,2021-09-06 18:52:00 UTC,2021-09-09 22:41:00 UTC,2021-09-09 23:56:00 UTC,2.7799999713897705
13432,9273,7315,28774,36304,Shipped,2023-11-29 06:41:13 UTC,2023-11-29 03:43:00 UTC,,,2.7799999713897705
36151,24982,19998,28774,97530,Shipped,2023-04-09 11:58:47 UTC,2023-04-09 18:42:00 UTC,,,2.7799999713897705
173086,119394,95595,28774,467187,Shipped,2021-08-31 03:57:34 UTC,2021-08-29 16:40:00 UTC,,,2.7799999713897705
160507,110700,88611,28689,433289,Cancelled,2021-09-16 03:52:15 UTC,,,,2.7999999523162842
23723,16359,13035,28689,64044,Complete,2023-07-25 01:59:22 UTC,2023-07-26 07:24:00 UTC,2023-07-28 23:23:00 UTC,,2.7999999523162842
113892,78470,62772,28689,307471,Complete,2024-01-25 08:23:28 UTC,2024-01-25 03:26:00 UTC,2024-01-28 09:01:00 UTC,,2.7999999523162842
54192,37381,29902,28689,146170,Processing,2023-05-05 07:45:08 UTC,,,,2.7999999523162842
71803,49481,39515,28689,193946,Processing,2023-09-23 14:55:29 UTC,,,,2.7999999523162842
156874,108213,86589,28689,423461,Returned,2021-12-24 18:01:17 UTC,2021-12-25 23:04:00 UTC,2021-12-28 04:46:00 UTC,2021-12-28 22:50:00 UTC,2.7999999523162842
7413,5076,3914,28689,20044,Shipped,2021-10-26 13:50:35 UTC,2021-10-26 03:44:00 UTC,,,2.7999999523162842
53067,36611,29292,28689,143109,Shipped,2022-04-26 00:19:33 UTC,2022-04-28 17:41:00 UTC,,,2.7999999523162842
151995,104873,83967,28689,410279,Shipped,2024-02-03 23:53:44 UTC,2024-02-04 09:25:00 UTC,,,2.7999999523162842
4330,2931,2240,14170,11698,Cancelled,2024-03-05 00:24:42 UTC,,,,2.9500000476837158
33593,23217,18507,14170,90653,Cancelled,2024-01-23 00:50:55 UTC,,,,2.9500000476837158
67998,46934,37463,15744,183713,Cancelled,2024-01-08 05:02:02 UTC,,,,2.9500000476837158
135774,93645,74916,15349,366564,Cancelled,2024-03-06 23:06:24 UTC,,,,2.9500000476837158
144763,99907,80042,28548,390710,Cancelled,2023-04-18 07:43:24 UTC,,,,2.9500000476837158
156734,108118,86511,28862,423099,Cancelled,2023-10-16 22:05:21 UTC,,,,2.9500000476837158
172216,118784,95119,28921,464878,Cancelled,2022-07-10 01:26:43 UTC,,,,2.9500000476837158
3159,2168,1666,29008,8524,Complete,2021-08-06 11:25:00 UTC,2021-08-08 14:09:00 UTC,2021-08-09 20:11:00 UTC,,2.9500000476837158
8636,5892,4567,29008,23312,Complete,2024-05-01 23:21:20 UTC,2024-04-28 21:45:00 UTC,2024-04-30 11:52:00 UTC,,2.9500000476837158
34417,23779,19004,13662,92856,Complete,2023-03-11 01:30:21 UTC,2023-03-11 08:47:00 UTC,2023-03-13 12:05:00 UTC,,2.9500000476837158
35480,24511,19612,14170,95756,Complete,2023-07-07 17:44:58 UTC,2023-07-10 04:48:00 UTC,2023-07-12 01:29:00 UTC,,2.9500000476837158
37076,25606,20508,29008,100017,Complete,2023-05-06 14:42:33 UTC,2023-05-05 00:40:00 UTC,2023-05-07 13:36:00 UTC,,2.9500000476837158
37937,26206,20971,15349,102333,Complete,2023-11-06 21:16:05 UTC,2023-11-08 22:05:00 UTC,2023-11-12 12:13:00 UTC,,2.9500000476837158
47262,32634,26077,9220,127446,Complete,2024-02-19 06:48:16 UTC,2024-02-21 00:04:00 UTC,2024-02-21 03:44:00 UTC,,2.9500000476837158
59274,40868,32686,13662,159966,Complete,2024-03-10 04:20:22 UTC,2024-03-10 21:00:00 UTC,2024-03-11 21:13:00 UTC,,2.9500000476837158
59323,40904,32710,15349,160099,Complete,2022-11-03 11:05:19 UTC,2022-10-31 23:46:00 UTC,2022-11-03 20:57:00 UTC,,2.9500000476837158
63478,43802,34998,15744,171418,Complete,2023-11-07 15:01:32 UTC,2023-11-09 12:10:00 UTC,2023-11-10 10:20:00 UTC,,2.9500000476837158
69165,47716,38092,28548,186843,Complete,2021-05-19 09:22:41 UTC,2021-05-19 04:13:00 UTC,2021-05-23 08:54:00 UTC,,2.9500000476837158
83411,57468,45806,9220,225243,Complete,2022-06-08 09:26:33 UTC,2022-06-09 03:26:00 UTC,2022-06-12 19:38:00 UTC,,2.9500000476837158
86131,59316,47268,29008,232569,Complete,2024-01-28 08:59:59 UTC,2024-01-30 23:48:00 UTC,2024-02-04 18:58:00 UTC,,2.9500000476837158
91720,63174,50378,15744,247640,Complete,2021-12-25 04:56:40 UTC,2021-12-27 06:31:00 UTC,2021-12-28 10:57:00 UTC,,2.9500000476837158
96219,66287,52859,29008,259855,Complete,2024-02-09 06:16:59 UTC,2024-02-10 04:16:00 UTC,2024-02-13 02:29:00 UTC,,2.9500000476837158
97126,66911,53372,13662,262264,Complete,2022-03-17 05:05:49 UTC,2022-03-15 22:09:00 UTC,2022-03-19 21:14:00 UTC,,2.9500000476837158
106331,73228,58478,15744,287183,Complete,2021-06-28 11:10:44 UTC,2021-06-25 23:49:00 UTC,2021-06-29 06:59:00 UTC,,2.9500000476837158
122804,84674,67689,28548,331529,Complete,2021-10-24 17:56:56 UTC,2021-10-27 03:13:00 UTC,2021-10-30 02:54:00 UTC,,2.9500000476837158
136749,94336,75464,14170,369181,Complete,2022-07-27 12:56:28 UTC,2022-07-29 20:24:00 UTC,2022-08-01 22:04:00 UTC,,2.9500000476837158
142645,98416,78826,15744,385072,Complete,2022-02-19 06:26:07 UTC,2022-02-21 15:53:00 UTC,2022-02-23 07:46:00 UTC,,2.9500000476837158
148244,102292,81926,29064,400135,Complete,2022-08-02 05:39:47 UTC,2022-08-05 00:26:00 UTC,2022-08-09 13:43:00 UTC,,2.9500000476837158
148306,102328,81958,15349,400301,Complete,2024-04-19 02:19:56 UTC,2024-04-20 06:18:00 UTC,2024-04-24 02:19:00 UTC,,2.9500000476837158
154205,106398,85155,15349,416264,Complete,2022-11-17 13:39:17 UTC,2022-11-18 22:13:00 UTC,2022-11-20 18:55:00 UTC,,2.9500000476837158
154703,106739,85441,13662,417625,Complete,2024-04-29 06:36:59 UTC,2024-04-28 07:56:00 UTC,2024-05-02 03:48:00 UTC,,2.9500000476837158
154954,106912,85583,15349,418326,Complete,2024-04-06 05:12:34 UTC,2024-04-09 06:59:00 UTC,2024-04-13 03:42:00 UTC,,2.9500000476837158
25601,17690,14099,28548,69120,Processing,2021-08-29 04:30:35 UTC,,,,2.9500000476837158
32301,22343,17795,14170,87180,Processing,2024-05-02 12:24:18 UTC,,,,2.9500000476837158
44108,30457,24338,14170,118977,Processing,2022-11-12 06:20:01 UTC,,,,2.9500000476837158
50236,34670,27717,9220,135468,Processing,2023-04-19 03:22:52 UTC,,,,2.9500000476837158
52178,36007,28800,28862,140713,Processing,2023-06-23 14:35:57 UTC,,,,2.9500000476837158
65111,44947,35922,29064,175881,Processing,2021-10-26 11:43:51 UTC,,,,2.9500000476837158
97420,67105,53539,28548,263044,Processing,2024-05-07 11:24:21.600831 UTC,,,,2.9500000476837158
98848,68076,54324,28548,266928,Processing,2020-03-21 06:26:49 UTC,,,,2.9500000476837158
117324,80858,64695,29064,316688,Processing,2024-01-28 12:54:54 UTC,,,,2.9500000476837158
156158,107730,86199,29064,421552,Processing,2024-01-10 15:46:59 UTC,,,,2.9500000476837158
158148,109090,87324,14170,426898,Processing,2023-07-08 20:56:58 UTC,,,,2.9500000476837158
160812,110901,88761,28921,434109,Processing,2023-05-11 20:49:02 UTC,,,,2.9500000476837158
163474,112764,90290,13662,441321,Processing,2021-05-24 21:04:01 UTC,,,,2.9500000476837158
28659,19818,15797,29064,77447,Returned,2024-04-22 03:37:12 UTC,2024-04-23 23:32:00 UTC,2024-04-25 10:34:00 UTC,2024-04-25 13:07:00 UTC,2.9500000476837158
95876,66049,52675,14170,258920,Returned,2020-12-21 10:36:16 UTC,2020-12-23 17:18:00 UTC,2020-12-24 15:03:00 UTC,2020-12-25 18:15:00 UTC,2.9500000476837158
123081,84860,67830,15744,332283,Returned,2024-03-18 04:12:36 UTC,2024-03-19 19:43:00 UTC,2024-03-21 07:51:00 UTC,2024-03-23 19:27:00 UTC,2.9500000476837158
1746,1206,923,28921,4690,Shipped,2023-01-31 05:59:57 UTC,2023-01-29 13:11:00 UTC,,,2.9500000476837158
4732,3191,2443,15744,12756,Shipped,2022-06-01 16:09:44 UTC,2022-06-04 05:03:00 UTC,,,2.9500000476837158
6927,4730,3651,28921,18755,Shipped,2024-01-01 03:52:38 UTC,2024-01-04 01:29:00 UTC,,,2.9500000476837158
7357,5040,3895,9220,19891,Shipped,2023-03-16 01:21:10 UTC,2023-03-13 20:44:00 UTC,,,2.9500000476837158
10524,7210,5653,28589,28448,Shipped,2024-05-12 16:53:07.01128 UTC,2024-05-12 16:45:52.01128 UTC,,,2.9500000476837158
17153,11825,9343,28862,46360,Shipped,2022-04-13 05:09:23 UTC,2022-04-13 07:42:00 UTC,,,2.9500000476837158
19141,13212,10464,29064,51667,Shipped,2022-01-08 00:56:36 UTC,2022-01-06 09:09:00 UTC,,,2.9500000476837158
29784,20568,16391,29064,80414,Shipped,2021-03-23 02:46:14 UTC,2021-03-21 19:30:00 UTC,,,2.9500000476837158
36263,25050,20054,28589,97836,Shipped,2022-10-21 04:45:27 UTC,2022-10-24 02:10:00 UTC,,,2.9500000476837158
37253,25719,20596,28862,100486,Shipped,2022-10-03 14:51:00 UTC,2022-10-05 16:46:00 UTC,,,2.9500000476837158
43010,29705,23758,29064,116034,Shipped,2022-07-31 15:56:39 UTC,2022-08-01 08:50:00 UTC,,,2.9500000476837158
43457,30007,23992,9220,117233,Shipped,2024-02-11 08:51:58 UTC,2024-02-12 14:23:00 UTC,,,2.9500000476837158
44947,31052,24797,28862,121243,Shipped,2020-06-27 00:02:40 UTC,2020-06-23 09:08:00 UTC,,,2.9500000476837158
52323,36098,28870,28548,141092,Shipped,2020-10-12 03:24:05 UTC,2020-10-12 07:20:00 UTC,,,2.9500000476837158
77614,53413,42631,28589,209565,Shipped,2024-04-25 04:27:43 UTC,2024-04-21 09:34:00 UTC,,,2.9500000476837158
80800,55632,44388,28589,218140,Shipped,2023-01-18 04:39:21 UTC,2023-01-19 06:03:00 UTC,,,2.9500000476837158
103239,71127,56779,14170,278832,Shipped,2022-09-17 08:57:11 UTC,2022-09-19 11:03:00 UTC,,,2.9500000476837158
103545,71324,56933,28862,279639,Shipped,2022-06-07 22:38:50 UTC,2022-06-08 11:21:00 UTC,,,2.9500000476837158
112393,77469,61952,15744,303492,Shipped,2023-03-11 23:43:26 UTC,2023-03-13 03:31:00 UTC,,,2.9500000476837158
130695,90091,72082,29008,352829,Shipped,2023-06-24 15:19:03 UTC,2023-06-25 19:58:00 UTC,,,2.9500000476837158
135608,93532,74833,28862,366125,Shipped,2022-04-17 13:16:26 UTC,2022-04-17 06:55:00 UTC,,,2.9500000476837158
171789,118489,94845,28862,463728,Shipped,2022-07-29 03:11:03 UTC,2022-07-27 06:25:00 UTC,,,2.9500000476837158
176327,121666,97481,13662,475968,Shipped,2024-05-01 10:32:14 UTC,2024-04-29 08:50:00 UTC,,,2.9500000476837158
177155,122258,97953,15349,478185,Shipped,2024-04-26 01:17:10 UTC,2024-04-28 06:17:00 UTC,,,2.9500000476837158
57606,39703,31765,15531,155489,Cancelled,2022-11-13 07:30:58 UTC,,,,2.9900000095367432
59636,41119,32883,12351,160967,Cancelled,2024-03-18 01:52:44 UTC,,,,2.9900000095367432
100716,69376,55340,9621,272015,Cancelled,2021-11-19 06:57:18 UTC,,,,2.9900000095367432
109575,75492,60360,15531,295892,Cancelled,2024-05-06 02:24:03 UTC,,,,2.9900000095367432
111077,76546,61222,12354,299959,Cancelled,2023-07-02 14:07:05 UTC,,,,2.9900000095367432
118817,81888,65468,28551,320728,Cancelled,2024-04-08 20:44:40 UTC,,,,2.9900000095367432
132651,91466,73223,25276,358117,Cancelled,2020-06-19 14:43:21 UTC,,,,2.9900000095367432
138880,95811,76681,25276,374937,Cancelled,2019-10-07 02:36:18 UTC,,,,2.9900000095367432
142209,98119,78579,28551,383917,Cancelled,2021-04-02 09:20:12 UTC,,,,2.9900000095367432
3886,2651,2033,25276,10481,Complete,2021-11-02 05:17:52 UTC,2021-11-01 00:26:00 UTC,2021-11-03 17:56:00 UTC,,2.9900000095367432
18870,13033,10345,12664,50937,Complete,2024-05-07 06:05:05.801113 UTC,2024-05-07 18:12:50.801113 UTC,2024-05-10 12:12:50.801113 UTC,,2.9900000095367432
20081,13837,10964,12351,54190,Complete,2024-03-21 20:58:48 UTC,2024-03-22 00:50:00 UTC,2024-03-25 21:52:00 UTC,,2.9900000095367432
48987,33796,27023,25276,132104,Complete,2021-05-02 00:04:28 UTC,2021-05-02 13:40:00 UTC,2021-05-05 08:44:00 UTC,,2.9900000095367432
60040,41410,33122,25276,162066,Complete,2023-08-07 14:09:40 UTC,2023-08-07 19:37:00 UTC,2023-08-08 17:39:00 UTC,,2.9900000095367432
79816,54961,43887,15531,215478,Complete,2020-10-08 12:57:53 UTC,2020-10-09 10:25:00 UTC,2020-10-11 05:51:00 UTC,,2.9900000095367432
82532,56854,45337,25276,222841,Complete,2022-07-31 22:57:37 UTC,2022-08-03 08:39:00 UTC,2022-08-03 21:51:00 UTC,,2.9900000095367432
83314,57411,45761,12354,224965,Complete,2023-11-15 16:27:12 UTC,2023-11-16 16:29:00 UTC,2023-11-18 07:22:00 UTC,,2.9900000095367432
