order_id,user_id,status,gender,created_at,returned_at,shipped_at,delivered_at,num_of_item
846,641,Cancelled,F,2022-02-08 11:19:00 UTC,,,,1
856,647,Cancelled,F,2023-07-25 15:51:00 UTC,,,,1
868,657,Cancelled,F,2023-04-20 15:33:00 UTC,,,,1
925,708,Cancelled,F,2024-04-07 02:11:00 UTC,,,,1
934,716,Cancelled,F,2020-12-08 03:05:00 UTC,,,,1
946,727,Cancelled,F,2023-09-14 16:16:00 UTC,,,,1
1043,803,Cancelled,F,2023-07-19 01:18:00 UTC,,,,2
1048,805,Cancelled,F,2024-05-08 09:53:48.244027 UTC,,,,1
1049,806,Cancelled,F,2024-04-10 01:10:00 UTC,,,,1
1052,808,Cancelled,F,2021-03-02 00:47:00 UTC,,,,1
1077,824,Cancelled,F,2024-02-18 18:09:00 UTC,,,,1
1088,834,Cancelled,F,2023-03-18 05:03:00 UTC,,,,1
1092,837,Cancelled,F,2023-01-21 03:07:00 UTC,,,,1
1095,838,Cancelled,F,2021-04-29 05:55:00 UTC,,,,1
1143,877,Cancelled,F,2022-02-17 10:41:00 UTC,,,,2
1147,880,Cancelled,F,2024-02-13 05:22:00 UTC,,,,2
1162,891,Cancelled,F,2024-01-21 07:37:00 UTC,,,,2
1170,895,Cancelled,F,2021-07-01 10:35:00 UTC,,,,1
1178,899,Cancelled,F,2024-05-06 17:37:50.748593 UTC,,,,2
1193,911,Cancelled,F,2023-01-15 00:30:00 UTC,,,,1
1211,926,Cancelled,F,2024-02-21 18:51:00 UTC,,,,1
1220,934,Cancelled,F,2024-04-17 07:32:00 UTC,,,,1
1225,938,Cancelled,F,2023-06-28 16:07:00 UTC,,,,1
1226,939,Cancelled,F,2023-04-10 02:07:00 UTC,,,,1
1232,942,Cancelled,F,2021-06-08 13:43:00 UTC,,,,2
1237,948,Cancelled,F,2023-08-21 01:29:00 UTC,,,,1
1254,955,Cancelled,F,2024-04-29 02:20:00 UTC,,,,1
1257,958,Cancelled,F,2023-06-24 18:38:00 UTC,,,,2
1258,958,Cancelled,F,2023-09-07 18:38:00 UTC,,,,1
1263,964,Cancelled,F,2023-01-02 14:27:00 UTC,,,,1
1268,969,Cancelled,F,2023-02-19 02:07:00 UTC,,,,1
1282,982,Cancelled,F,2020-04-29 13:54:00 UTC,,,,3
1284,985,Cancelled,F,2023-12-04 06:34:00 UTC,,,,1
1300,997,Cancelled,F,2022-11-28 05:54:00 UTC,,,,1
1324,1013,Cancelled,F,2024-05-03 09:31:00 UTC,,,,1
1347,1034,Cancelled,F,2020-05-20 05:54:00 UTC,,,,2
1351,1038,Cancelled,F,2024-03-18 05:13:00 UTC,,,,4
1365,1047,Cancelled,F,2024-02-06 00:39:00 UTC,,,,2
1366,1048,Cancelled,F,2023-04-26 15:15:00 UTC,,,,2
1376,1052,Cancelled,F,2022-05-30 16:27:00 UTC,,,,1
1379,1054,Cancelled,F,2024-02-22 16:33:00 UTC,,,,1
1417,1094,Cancelled,F,2020-12-24 00:55:00 UTC,,,,1
1421,1097,Cancelled,F,2022-04-25 17:59:00 UTC,,,,1
1467,1133,Cancelled,F,2023-10-18 13:03:00 UTC,,,,1
1471,1135,Cancelled,F,2023-11-14 00:44:00 UTC,,,,1
1474,1136,Cancelled,F,2023-08-20 15:58:00 UTC,,,,3
1554,1212,Cancelled,F,2024-02-03 01:09:00 UTC,,,,2
1573,1233,Cancelled,F,2022-07-26 05:52:00 UTC,,,,1
1579,1238,Cancelled,F,2021-07-27 01:12:00 UTC,,,,2
1585,1242,Cancelled,F,2023-08-24 12:40:00 UTC,,,,1
1606,1263,Cancelled,F,2024-03-04 02:50:00 UTC,,,,1
1625,1281,Cancelled,F,2021-12-29 17:19:00 UTC,,,,1
1649,1295,Cancelled,F,2023-08-05 10:27:00 UTC,,,,1
1664,1305,Cancelled,F,2023-05-22 13:39:00 UTC,,,,4
1686,1320,Cancelled,F,2022-08-26 16:54:00 UTC,,,,1
1716,1336,Cancelled,F,2023-06-25 17:16:00 UTC,,,,1
1735,1350,Cancelled,F,2022-11-26 00:30:00 UTC,,,,2
1737,1350,Cancelled,F,2022-04-13 00:30:00 UTC,,,,1
1738,1352,Cancelled,F,2023-04-30 07:55:00 UTC,,,,1
1745,1359,Cancelled,F,2020-10-27 08:15:00 UTC,,,,1
1747,1360,Cancelled,F,2022-07-24 12:32:00 UTC,,,,1
1771,1376,Cancelled,F,2023-11-02 14:04:00 UTC,,,,1
1773,1377,Cancelled,F,2023-11-02 03:58:00 UTC,,,,1
1793,1391,Cancelled,F,2022-04-04 02:58:00 UTC,,,,3
1807,1399,Cancelled,F,2022-08-30 06:48:00 UTC,,,,1
1823,1410,Cancelled,F,2024-05-08 08:37:03.900344 UTC,,,,1
1827,1413,Cancelled,F,2023-07-01 03:14:00 UTC,,,,1
1830,1415,Cancelled,F,2023-08-27 13:01:00 UTC,,,,1
1837,1422,Cancelled,F,2024-03-12 06:14:00 UTC,,,,1
1839,1423,Cancelled,F,2024-03-22 10:53:00 UTC,,,,1
1862,1438,Cancelled,F,2021-03-06 12:11:00 UTC,,,,1
1878,1453,Cancelled,F,2023-07-19 09:12:00 UTC,,,,1
1898,1465,Cancelled,F,2020-10-12 17:36:00 UTC,,,,4
1903,1470,Cancelled,F,2020-08-27 16:35:00 UTC,,,,1
1906,1471,Cancelled,F,2024-02-04 05:20:00 UTC,,,,1
1933,1497,Cancelled,F,2023-08-24 16:44:00 UTC,,,,1
1934,1497,Cancelled,F,2023-07-10 16:44:00 UTC,,,,2
1943,1503,Cancelled,F,2023-06-20 04:17:00 UTC,,,,1
1945,1503,Cancelled,F,2022-12-17 04:17:00 UTC,,,,1
1951,1509,Cancelled,F,2023-05-07 01:50:00 UTC,,,,1
1980,1529,Cancelled,F,2023-05-17 14:35:00 UTC,,,,1
2015,1556,Cancelled,F,2023-09-30 08:10:00 UTC,,,,1
2016,1557,Cancelled,F,2024-04-01 01:14:00 UTC,,,,1
2030,1567,Cancelled,F,2022-11-15 07:06:00 UTC,,,,1
2053,1585,Cancelled,F,2023-10-03 15:26:00 UTC,,,,1
2061,1589,Cancelled,F,2023-12-22 04:21:00 UTC,,,,4
2071,1596,Cancelled,F,2022-05-06 01:30:00 UTC,,,,1
2115,1625,Cancelled,F,2023-05-06 01:57:00 UTC,,,,1
2129,1634,Cancelled,F,2024-03-08 01:49:00 UTC,,,,1
2138,1641,Cancelled,F,2024-02-12 06:32:00 UTC,,,,2
2162,1662,Cancelled,F,2024-05-04 02:32:00 UTC,,,,1
2179,1673,Cancelled,F,2020-07-17 12:41:00 UTC,,,,1
2216,1701,Cancelled,F,2023-10-11 11:40:00 UTC,,,,1
2217,1701,Cancelled,F,2023-02-13 11:40:00 UTC,,,,1
2235,1714,Cancelled,F,2022-06-02 08:19:00 UTC,,,,1
2237,1715,Cancelled,F,2022-04-16 13:09:00 UTC,,,,1
2249,1726,Cancelled,F,2024-03-09 12:34:00 UTC,,,,1
2254,1728,Cancelled,F,2024-01-14 09:57:00 UTC,,,,2
2256,1729,Cancelled,F,2024-01-13 12:26:00 UTC,,,,1
2271,1738,Cancelled,F,2023-09-19 12:10:00 UTC,,,,1
2272,1739,Cancelled,F,2023-08-11 11:32:00 UTC,,,,1
2280,1743,Cancelled,F,2020-06-15 16:09:00 UTC,,,,1
2289,1754,Cancelled,F,2024-03-07 16:53:00 UTC,,,,3
2301,1763,Cancelled,F,2024-03-24 08:31:00 UTC,,,,1
2303,1764,Cancelled,F,2023-07-22 16:07:00 UTC,,,,2
2306,1767,Cancelled,F,2023-04-27 07:38:00 UTC,,,,1
2308,1768,Cancelled,F,2020-10-28 05:42:00 UTC,,,,1
2328,1785,Cancelled,F,2022-03-07 11:08:00 UTC,,,,1
2335,1791,Cancelled,F,2022-03-30 01:02:00 UTC,,,,1
2348,1800,Cancelled,F,2021-10-31 15:08:00 UTC,,,,1
2350,1802,Cancelled,F,2020-10-10 11:50:00 UTC,,,,2
2362,1811,Cancelled,F,2023-11-12 17:09:00 UTC,,,,2
2366,1814,Cancelled,F,2024-03-08 08:06:00 UTC,,,,2
2379,1820,Cancelled,F,2022-12-06 12:44:00 UTC,,,,2
2402,1843,Cancelled,F,2020-03-13 14:37:00 UTC,,,,2
2408,1847,Cancelled,F,2022-02-07 04:06:00 UTC,,,,2
2413,1850,Cancelled,F,2023-07-11 11:44:00 UTC,,,,1
2430,1862,Cancelled,F,2023-10-23 09:13:00 UTC,,,,1
2441,1875,Cancelled,F,2023-08-28 16:33:00 UTC,,,,1
2463,1894,Cancelled,F,2023-06-26 10:55:00 UTC,,,,1
2472,1901,Cancelled,F,2024-04-13 04:53:00 UTC,,,,1
2474,1902,Cancelled,F,2022-04-05 02:52:00 UTC,,,,2
2484,1908,Cancelled,F,2023-08-06 09:42:00 UTC,,,,3
2487,1914,Cancelled,F,2024-05-04 05:21:00 UTC,,,,1
2488,1915,Cancelled,F,2024-04-29 18:33:00 UTC,,,,2
2498,1921,Cancelled,F,2023-07-28 03:59:00 UTC,,,,1
2505,1924,Cancelled,F,2023-03-10 16:42:00 UTC,,,,4
2512,1930,Cancelled,F,2023-03-01 17:57:00 UTC,,,,1
2519,1934,Cancelled,F,2023-05-02 09:11:00 UTC,,,,3
2521,1936,Cancelled,F,2023-04-19 04:09:00 UTC,,,,4
2530,1943,Cancelled,F,2023-09-19 13:49:00 UTC,,,,1
2551,1956,Cancelled,F,2022-11-25 01:32:00 UTC,,,,1
2557,1960,Cancelled,F,2023-06-15 16:56:00 UTC,,,,1
2568,1970,Cancelled,F,2024-04-29 11:37:00 UTC,,,,1
2611,2003,Cancelled,F,2023-10-14 12:33:00 UTC,,,,2
2621,2009,Cancelled,F,2023-02-26 04:26:00 UTC,,,,1
2632,2017,Cancelled,F,2021-05-29 05:54:00 UTC,,,,1
2634,2019,Cancelled,F,2023-07-27 09:53:00 UTC,,,,1
2663,2045,Cancelled,F,2024-02-25 03:16:00 UTC,,,,1
2665,2045,Cancelled,F,2022-05-16 03:16:00 UTC,,,,1
2683,2054,Cancelled,F,2022-08-31 14:43:00 UTC,,,,1
2711,2078,Cancelled,F,2023-05-19 13:27:00 UTC,,,,1
2745,2104,Cancelled,F,2019-12-29 08:19:00 UTC,,,,1
2779,2129,Cancelled,F,2022-04-09 12:09:00 UTC,,,,1
2788,2135,Cancelled,F,2022-01-07 06:27:00 UTC,,,,3
2794,2141,Cancelled,F,2022-12-27 00:49:00 UTC,,,,1
2797,2143,Cancelled,F,2024-03-02 06:03:00 UTC,,,,3
2801,2146,Cancelled,F,2024-02-08 07:00:00 UTC,,,,3
2814,2155,Cancelled,F,2021-03-06 12:12:00 UTC,,,,1
2825,2164,Cancelled,F,2024-02-26 10:39:00 UTC,,,,2
2844,2178,Cancelled,F,2023-01-31 12:57:00 UTC,,,,1
2873,2194,Cancelled,F,2022-10-22 07:33:00 UTC,,,,1
2874,2194,Cancelled,F,2020-12-26 07:33:00 UTC,,,,1
2931,2240,Cancelled,F,2024-03-02 04:17:00 UTC,,,,2
2955,2264,Cancelled,F,2023-07-20 08:05:00 UTC,,,,1
2970,2278,Cancelled,F,2020-03-04 16:13:00 UTC,,,,1
2974,2281,Cancelled,F,2023-03-06 02:53:00 UTC,,,,2
2976,2283,Cancelled,F,2024-01-04 03:36:00 UTC,,,,1
3012,2309,Cancelled,F,2021-08-28 06:13:00 UTC,,,,4
3045,2337,Cancelled,F,2022-02-18 06:39:00 UTC,,,,2
3065,2349,Cancelled,F,2023-11-02 12:26:00 UTC,,,,1
3075,2357,Cancelled,F,2021-06-24 17:14:00 UTC,,,,2
3076,2358,Cancelled,F,2022-10-15 02:12:00 UTC,,,,3
3086,2363,Cancelled,F,2022-12-22 14:15:00 UTC,,,,1
3089,2365,Cancelled,F,2021-04-20 07:51:00 UTC,,,,1
3095,2370,Cancelled,F,2020-02-15 17:11:00 UTC,,,,1
3099,2372,Cancelled,F,2023-04-10 15:40:00 UTC,,,,3
3100,2372,Cancelled,F,2023-02-11 15:40:00 UTC,,,,2
3103,2375,Cancelled,F,2023-03-17 15:42:00 UTC,,,,1
3104,2376,Cancelled,F,2020-01-31 06:55:00 UTC,,,,1
3127,2394,Cancelled,F,2023-03-15 00:12:00 UTC,,,,2
3149,2409,Cancelled,F,2023-07-12 15:55:00 UTC,,,,1
3158,2417,Cancelled,F,2021-07-30 14:01:00 UTC,,,,1
3169,2426,Cancelled,F,2024-05-03 05:12:00 UTC,,,,2
3185,2438,Cancelled,F,2024-03-12 06:31:00 UTC,,,,1
3193,2445,Cancelled,F,2022-05-07 12:53:00 UTC,,,,1
3206,2451,Cancelled,F,2021-02-09 11:52:00 UTC,,,,4
3226,2466,Cancelled,F,2024-05-09 14:54:00 UTC,,,,1
3243,2478,Cancelled,F,2023-12-14 12:03:00 UTC,,,,1
3244,2478,Cancelled,F,2023-11-22 12:03:00 UTC,,,,1
3267,2498,Cancelled,F,2024-02-13 14:37:00 UTC,,,,1
3272,2501,Cancelled,F,2022-08-30 00:27:00 UTC,,,,1
3285,2513,Cancelled,F,2023-11-04 02:32:00 UTC,,,,2
3302,2526,Cancelled,F,2024-02-06 12:34:00 UTC,,,,4
3303,2527,Cancelled,F,2022-12-25 00:31:00 UTC,,,,1
3310,2536,Cancelled,F,2022-12-30 01:12:00 UTC,,,,1
3317,2541,Cancelled,F,2021-04-25 14:24:00 UTC,,,,4
3339,2556,Cancelled,F,2022-11-05 01:43:00 UTC,,,,2
3349,2565,Cancelled,F,2020-07-31 14:05:00 UTC,,,,1
3353,2567,Cancelled,F,2023-07-13 00:02:00 UTC,,,,3
3359,2572,Cancelled,F,2023-09-21 00:58:00 UTC,,,,1
3367,2577,Cancelled,F,2024-05-07 17:57:33.809013 UTC,,,,1
3385,2598,Cancelled,F,2023-07-06 04:02:00 UTC,,,,1
3418,2619,Cancelled,F,2024-04-01 11:58:00 UTC,,,,1
3419,2620,Cancelled,F,2024-03-11 18:59:00 UTC,,,,2
3462,2646,Cancelled,F,2020-07-06 15:28:00 UTC,,,,1
3463,2646,Cancelled,F,2024-03-27 15:28:00 UTC,,,,1
3478,2663,Cancelled,F,2022-11-09 12:49:00 UTC,,,,1
3504,2682,Cancelled,F,2023-05-11 17:58:00 UTC,,,,1
3539,2708,Cancelled,F,2024-05-03 06:06:00 UTC,,,,1
3558,2721,Cancelled,F,2020-07-10 12:32:00 UTC,,,,1
3560,2722,Cancelled,F,2023-11-13 13:58:00 UTC,,,,4
3569,2727,Cancelled,F,2023-03-03 01:30:00 UTC,,,,2
3589,2749,Cancelled,F,2023-04-14 12:38:00 UTC,,,,1
3591,2750,Cancelled,F,2023-07-02 14:05:00 UTC,,,,1
3636,2784,Cancelled,F,2023-12-17 15:01:00 UTC,,,,2
3653,2799,Cancelled,F,2023-09-04 09:00:00 UTC,,,,4
3663,2804,Cancelled,F,2023-08-06 08:59:00 UTC,,,,1
3693,2831,Cancelled,F,2024-05-02 02:54:00 UTC,,,,2
3709,2844,Cancelled,F,2023-11-17 02:26:00 UTC,,,,1
3725,2853,Cancelled,F,2021-12-10 04:35:00 UTC,,,,1
3739,2862,Cancelled,F,2024-04-12 01:46:00 UTC,,,,1
3748,2873,Cancelled,F,2020-03-16 13:58:00 UTC,,,,1
3756,2881,Cancelled,F,2021-10-08 04:18:00 UTC,,,,2
3757,2882,Cancelled,F,2024-04-17 04:05:00 UTC,,,,1
3758,2882,Cancelled,F,2023-02-22 04:05:00 UTC,,,,2
3780,2895,Cancelled,F,2023-01-17 11:06:00 UTC,,,,1
3782,2897,Cancelled,F,2024-04-19 13:29:00 UTC,,,,1
3784,2899,Cancelled,F,2021-05-19 13:21:00 UTC,,,,1
3785,2899,Cancelled,F,2021-08-05 13:21:00 UTC,,,,1
3806,2911,Cancelled,F,2023-11-13 18:11:00 UTC,,,,2
3823,2923,Cancelled,F,2023-03-11 14:30:00 UTC,,,,4
3833,2935,Cancelled,F,2020-09-29 02:50:00 UTC,,,,2
3844,2940,Cancelled,F,2021-11-24 11:57:00 UTC,,,,1
3851,2946,Cancelled,F,2023-04-06 00:57:00 UTC,,,,1
3859,2958,Cancelled,F,2024-01-27 00:14:00 UTC,,,,1
3867,2965,Cancelled,F,2024-02-14 17:38:00 UTC,,,,1
3876,2969,Cancelled,F,2023-10-23 08:31:00 UTC,,,,1
3879,2969,Cancelled,F,2024-02-11 08:31:00 UTC,,,,2
3884,2973,Cancelled,F,2020-07-20 17:55:00 UTC,,,,2
3889,2978,Cancelled,F,2023-10-01 16:56:00 UTC,,,,1
3890,2978,Cancelled,F,2023-04-30 16:56:00 UTC,,,,1
3892,2979,Cancelled,F,2022-08-28 17:05:00 UTC,,,,2
3904,2989,Cancelled,F,2024-05-06 14:07:44.409148 UTC,,,,1
3913,2995,Cancelled,F,2024-04-17 05:14:00 UTC,,,,1
3925,3004,Cancelled,F,2023-10-16 17:48:00 UTC,,,,1
3936,3013,Cancelled,F,2022-04-12 08:15:00 UTC,,,,1
3944,3020,Cancelled,F,2023-10-20 14:23:00 UTC,,,,1
3945,3024,Cancelled,F,2023-04-22 13:34:00 UTC,,,,2
3949,3027,Cancelled,F,2024-01-15 15:23:00 UTC,,,,1
3962,3039,Cancelled,F,2023-03-15 13:29:00 UTC,,,,1
3966,3041,Cancelled,F,2021-02-27 17:40:00 UTC,,,,1
3982,3053,Cancelled,F,2022-11-22 04:47:00 UTC,,,,1
3994,3067,Cancelled,F,2023-07-03 02:29:00 UTC,,,,2
3997,3071,Cancelled,F,2023-12-31 08:42:00 UTC,,,,2
4024,3092,Cancelled,F,2023-07-13 16:13:00 UTC,,,,1
4036,3103,Cancelled,F,2024-03-30 15:33:00 UTC,,,,1
4040,3106,Cancelled,F,2024-02-02 10:11:00 UTC,,,,1
4043,3109,Cancelled,F,2024-04-12 15:30:00 UTC,,,,1
4049,3118,Cancelled,F,2024-05-07 00:12:47.69428 UTC,,,,2
4051,3119,Cancelled,F,2023-04-26 06:09:00 UTC,,,,1
4072,3135,Cancelled,F,2024-02-12 10:38:00 UTC,,,,1
4088,3154,Cancelled,F,2020-04-23 08:03:00 UTC,,,,1
4124,3179,Cancelled,F,2023-11-18 02:31:00 UTC,,,,2
4162,3205,Cancelled,F,2023-11-17 15:57:00 UTC,,,,1
4165,3206,Cancelled,F,2023-05-13 08:56:00 UTC,,,,2
4171,3209,Cancelled,F,2024-04-23 16:57:00 UTC,,,,1
4192,3226,Cancelled,F,2023-04-29 00:50:00 UTC,,,,1
4195,3229,Cancelled,F,2021-02-12 05:59:00 UTC,,,,1
4199,3232,Cancelled,F,2023-06-19 00:24:00 UTC,,,,1
4207,3239,Cancelled,F,2023-11-11 08:19:00 UTC,,,,1
4213,3245,Cancelled,F,2022-06-13 16:58:00 UTC,,,,3
4227,3263,Cancelled,F,2024-04-12 18:07:00 UTC,,,,1
4233,3265,Cancelled,F,2023-11-01 04:10:00 UTC,,,,2
4236,3267,Cancelled,F,2024-04-25 17:54:00 UTC,,,,1
4282,3303,Cancelled,F,2022-12-17 18:32:00 UTC,,,,1
4289,3311,Cancelled,F,2024-04-18 03:54:00 UTC,,,,2
4299,3318,Cancelled,F,2022-06-08 16:46:00 UTC,,,,2
4306,3326,Cancelled,F,2023-12-13 04:15:00 UTC,,,,1
4307,3327,Cancelled,F,2024-04-18 15:03:00 UTC,,,,3
4320,3338,Cancelled,F,2022-01-23 09:43:00 UTC,,,,1
4323,3340,Cancelled,F,2022-05-02 05:20:00 UTC,,,,1
4349,3354,Cancelled,F,2021-10-17 14:21:00 UTC,,,,1
4385,3379,Cancelled,F,2023-10-29 02:42:00 UTC,,,,1
4422,3409,Cancelled,F,2022-03-16 01:04:00 UTC,,,,3
4429,3412,Cancelled,F,2023-12-30 08:49:00 UTC,,,,1
4443,3423,Cancelled,F,2023-07-08 05:23:00 UTC,,,,1
4456,3433,Cancelled,F,2022-11-30 09:19:00 UTC,,,,2
4458,3433,Cancelled,F,2021-12-05 09:19:00 UTC,,,,2
4493,3460,Cancelled,F,2023-12-05 17:42:00 UTC,,,,1
4499,3465,Cancelled,F,2024-03-08 13:29:00 UTC,,,,1
4504,3469,Cancelled,F,2024-02-10 03:53:00 UTC,,,,1
4516,3481,Cancelled,F,2023-01-31 09:55:00 UTC,,,,1
4536,3498,Cancelled,F,2023-09-15 13:02:00 UTC,,,,2
4541,3503,Cancelled,F,2020-04-06 18:13:00 UTC,,,,2
4551,3509,Cancelled,F,2022-04-24 10:12:00 UTC,,,,2
4570,3523,Cancelled,F,2024-01-02 18:13:00 UTC,,,,1
4580,3533,Cancelled,F,2023-05-26 07:54:00 UTC,,,,1
4591,3545,Cancelled,F,2021-03-05 18:54:00 UTC,,,,1
4603,3552,Cancelled,F,2023-02-11 17:06:00 UTC,,,,1
4661,3598,Cancelled,F,2019-08-09 15:34:00 UTC,,,,1
4674,3606,Cancelled,F,2024-01-20 08:19:00 UTC,,,,4
4675,3607,Cancelled,F,2023-11-28 15:33:00 UTC,,,,1
4677,3607,Cancelled,F,2024-02-17 15:33:00 UTC,,,,2
4695,3622,Cancelled,F,2023-04-04 16:57:00 UTC,,,,1
4728,3648,Cancelled,F,2021-12-23 04:47:00 UTC,,,,2
4776,3685,Cancelled,F,2023-08-25 00:38:00 UTC,,,,2
4783,3690,Cancelled,F,2023-08-16 15:47:00 UTC,,,,3
4788,3694,Cancelled,F,2023-05-14 05:49:00 UTC,,,,1
4791,3696,Cancelled,F,2021-06-13 00:50:00 UTC,,,,1
4801,3704,Cancelled,F,2023-01-07 03:49:00 UTC,,,,2
4832,3723,Cancelled,F,2024-02-21 18:48:00 UTC,,,,1
4835,3723,Cancelled,F,2023-09-18 18:48:00 UTC,,,,1
4866,3748,Cancelled,F,2024-03-03 13:35:00 UTC,,,,1
4869,3751,Cancelled,F,2022-07-24 12:25:00 UTC,,,,1
4871,3753,Cancelled,F,2023-04-16 07:47:00 UTC,,,,1
4877,3756,Cancelled,F,2023-04-10 11:12:00 UTC,,,,1
4910,3785,Cancelled,F,2023-05-17 04:48:00 UTC,,,,1
4911,3785,Cancelled,F,2024-02-22 04:48:00 UTC,,,,1
4933,3803,Cancelled,F,2024-01-07 14:25:00 UTC,,,,1
4942,3813,Cancelled,F,2023-12-11 18:44:00 UTC,,,,4
4943,3813,Cancelled,F,2023-06-19 18:44:00 UTC,,,,3
4951,3821,Cancelled,F,2023-04-07 06:14:00 UTC,,,,1
4964,3832,Cancelled,F,2019-07-06 14:11:00 UTC,,,,1
4965,3832,Cancelled,F,2021-11-13 14:11:00 UTC,,,,2
4969,3839,Cancelled,F,2020-04-02 18:03:00 UTC,,,,1
4972,3840,Cancelled,F,2020-01-08 00:43:00 UTC,,,,1
4987,3853,Cancelled,F,2023-05-07 05:57:00 UTC,,,,1
5043,3899,Cancelled,F,2024-01-13 03:51:00 UTC,,,,1
5073,3913,Cancelled,F,2024-04-21 14:24:00 UTC,,,,1
5079,3918,Cancelled,F,2020-11-11 02:13:00 UTC,,,,1
5080,3918,Cancelled,F,2022-07-14 02:13:00 UTC,,,,1
5104,3940,Cancelled,F,2022-01-16 16:52:00 UTC,,,,2
5114,3950,Cancelled,F,2022-09-09 17:42:00 UTC,,,,1
5141,3975,Cancelled,F,2022-06-13 00:37:00 UTC,,,,1
5156,3989,Cancelled,F,2024-03-16 09:29:00 UTC,,,,2
5163,3994,Cancelled,F,2022-01-18 04:10:00 UTC,,,,2
5167,3999,Cancelled,F,2020-09-17 03:40:00 UTC,,,,1
5175,4007,Cancelled,F,2024-05-06 11:15:10.242409 UTC,,,,2
5186,4017,Cancelled,F,2021-12-12 07:15:00 UTC,,,,1
5190,4022,Cancelled,F,2023-07-30 03:44:00 UTC,,,,2
5193,4025,Cancelled,F,2024-03-29 05:32:00 UTC,,,,1
5231,4058,Cancelled,F,2022-06-08 10:41:00 UTC,,,,1
